time,seconds_elapsed,z,y,x
1703590069592888000,0.11888818359375,0.4575843811035156,-1.3751494884490967,-0.03971921280026436
1703590069665634600,0.191634521484375,0.39350223541259766,-1.4814704656600952,0.1643579751253128
1703590069738371000,0.26437109375,0.04931354522705078,-1.2885781526565552,0.014222115278244019
1703590069811107800,0.33710791015625,0.48935604095458984,-1.4384870529174805,0.13860319554805756
1703590069883844900,0.409844970703125,0.34844303131103516,-1.3867195844650269,0.02844509296119213
1703590069956581400,0.482581298828125,0.1313953399658203,-1.3877558708190918,0.0633011981844902
1703590070029318100,0.555318115234375,0.646484375,-1.4492418766021729,0.143550306558609
1703590070102054700,0.6280546875,0.13588714599609375,-1.3885557651519775,0.0711812749505043
1703590070174791700,0.700791748046875,0.41404247283935547,-1.4234205484390259,0.09129469096660614
1703590070247528700,0.77352880859375,0.2107553482055664,-1.3958938121795654,0.10354773700237274
1703590070320265200,0.84626513671875,0.20444679260253906,-1.4054704904556274,0.09432407468557358
1703590070393002000,0.919001953125,0.32766151428222656,-1.430366039276123,0.05278652906417847
1703590070465738800,0.99173876953125,0.22042179107666016,-1.4127477407455444,0.17263337969779968
1703590070538475500,1.0644755859375,0.22423076629638672,-1.3655409812927246,0.03426804766058922
1703590070611212300,1.13721240234375,0.43022727966308594,-1.3948558568954468,0.14306460320949554
1703590070683936000,1.20993603515625,0.2458810806274414,-1.2362592220306396,0.21298538148403168
1703590070756685800,1.282685791015625,0.7077789306640625,-1.5289980173110962,0.08658234775066376
1703590070829422300,1.35542236328125,0.6136865615844727,-0.7555451393127441,1.635768175125122
1703590070902162200,1.428162109375,0.7586688995361328,0.046440839767456055,0.9488054513931274
1703590070993080300,1.519080322265625,-0.2773399353027344,-3.167401075363159,1.6544748544692993
1703590071065817600,1.591817626953125,0.7885408401489258,-2.4813828468322754,2.9145565032958984
1703590071138554000,1.66455419921875,0.7739953994750977,-3.5240681171417236,1.7030833959579468
1703590071211291000,1.737290771484375,1.759028434753418,-3.0179319381713867,2.4681787490844727
1703590071284027600,1.810027587890625,1.6503887176513672,-2.9645841121673584,2.196422576904297
1703590071356764400,1.882764404296875,-0.5708503723144531,-2.789104700088501,0.5598070621490479
1703590071429501400,1.95550146484375,-0.6509342193603516,-0.7381813526153564,-0.13743925094604492
