time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1703839555215552000,41.12955200195312,10,0.2578014135360718,3.9691827297210693,4.63700008392334,4.680759906768799,215.03768920898438,842.7995709631798,12.3884518,47.4423789
1703839556215590000,42.12958984375,10,0.25605860352516174,4.2221879959106445,4.63700008392334,4.652063369750977,214.02096557617188,843.7098099009957,12.3884162,47.4423433
1703839556710000000,42.624000244140625,0,0,3.9312686920166016,6.284999847412109,4.648751258850098,214.00721740722656,843,12.3884016,47.4423285
1703839557215575000,43.129574951171875,10,0.24896320700645447,3.6458210945129395,6.284999847412109,4.752524375915527,213.99110412597656,843,12.3883824,47.4423066
1703839558215599000,44.12959912109375,10,0.28431084752082825,3.5617575645446777,6.283999919891357,4.749958515167236,214.98033142089844,844.9382596168476,12.3883476,47.4422712
1703839559215615000,45.12961499023437,10,0.28282853960990906,3.248145818710327,6.283999919891357,4.750854015350342,214.99949645996094,845.0739617070651,12.388312,47.4422374
1703839560215587000,46.12958715820312,10,0.24488569796085358,3.665998697280884,6.283999919891357,4.56918478012085,215.00927734375,845.8926697132039,12.3882764,47.4422014
1703839561215605000,47.12960498046875,10,0.25553226470947266,3.9808034896850586,6.283999919891357,4.599447250366211,213.0352783203125,846.6035416548691,12.3882407,47.4421658
1703839562215636000,48.129635986328125,10,0.27600571513175964,3.274817705154419,4.636000156402588,4.584907054901123,213.9829559326172,847.6589146837476,12.3882068,47.4421293
1703839563215659000,49.12965893554688,10,0.25479909777641296,3.2997562885284424,4.636000156402588,4.662520885467529,215.9603271484375,848.2141515395498,12.3881717,47.4420952
1703839564215722000,50.12972192382812,10,0.23919905722141266,4.614267349243164,4.636000156402588,4.712378025054932,216.98046875,848.4010931963429,12.388131,47.4420625
1703839565215740000,51.12973999023438,10,0.2521483302116394,4.486782550811768,4.636000156402588,4.84128999710083,215.03201293945312,848.8311859783705,12.3880893,47.44203
1703839566215719000,52.129718994140624,10,0.24706661701202393,5.101632595062256,4.636000156402588,4.839587688446045,215.00193786621094,850.5456542286418,12.3880494,47.441996
1703839567215791000,53.129791015625,10,0.22531647980213165,4.649254322052002,4.636000156402588,4.829951286315918,213.04058837890625,852.4214024134195,12.3880123,47.4419583
1703839568215802000,54.129802001953124,10,0.24696634709835052,4.309055805206299,4.636000156402588,4.771502494812012,213.9851837158203,853.3791254380809,12.3879741,47.4419162
1703839569216085000,55.1300849609375,10,0.2061568796634674,3.752394199371338,4.636000156402588,4.648459434509277,214.0077362060547,853.5929034492814,12.3879362,47.4418782
1703839570216008000,56.13000805664063,10,0.22447162866592407,3.8831260204315186,4.636000156402588,4.590372085571289,214.00428771972656,854.8116527171701,12.3878991,47.4418431
1703839571215745000,57.1297451171875,10,0.23265214264392853,3.8993031978607178,4.636000156402588,4.494447231292725,214.98788452148438,855.7565966247745,12.3878648,47.4418105
1703839572215873000,58.129873046875,10,0.24043886363506317,3.6940197944641113,4.636000156402588,4.535556316375732,215.980224609375,857.3265395514571,12.3878337,47.4417807
1703839573215785000,59.12978491210937,10,0.2548663020133972,3.845170736312866,4.636000156402588,4.566657066345215,216.98004150390625,858.4305193497952,12.3878038,47.4417513
1703839574215800000,60.12980004882812,10,0.2212393879890442,4.2452073097229,4.635000228881836,4.556973934173584,216.99905395507812,858.5502836473906,12.3877718,47.4417198
1703839575215825000,61.12982495117188,10,0.2725987136363983,4.047339916229248,4.635000228881836,4.49354887008667,217.98464965820312,859.6377097033195,12.3877379,47.441687
1703839576215907000,62.12990698242187,10,0.3292856514453888,3.430903673171997,4.635000228881836,4.586182594299316,216.03060913085938,861.2624244035416,12.3877057,47.4416556
1703839577216072000,63.130072021484374,10,0.27838775515556335,3.7536325454711914,4.635000228881836,4.7096967697143555,213.66018676757812,863.9506523777254,12.387673,47.4416215
1703839578216004000,64.13000415039062,10,0.29507797956466675,3.699585199356079,4.632999897003174,4.742318630218506,212.42298889160156,864.7879158589761,12.3876405,47.4415866
1703839579215897000,65.12989697265625,3.0685770511627197,0.28794965147972107,4.157027244567871,4.63100004196167,4.837457180023193,212.9715118408203,865.2662300859669,12.3876068,47.4415509
1703839580215893000,66.12989306640625,4.751379489898682,0.4383142292499542,3.963101863861084,4.629000186920166,4.795934200286865,212.99285888671875,866.6946441433693,12.3875718,47.4415149
1703839581216027000,67.13002685546876,6.133301734924316,0.5265897512435913,4.088532447814941,4.665999889373779,4.548370838165283,213.7627410888672,867.8279696528261,12.387536,47.4414797
1703839582215954000,68.12995385742188,5.830251693725586,0.5092954635620117,3.1758458614349365,4.77400016784668,4.507755279541016,213.97030639648438,868.815082491908,12.3874976,47.4414464
1703839583215950000,69.1299501953125,5.118274211883545,0.42999207973480225,3.1246039867401123,4.809999942779541,4.44657564163208,214.8627166748047,870.8800268260953,12.3874548,47.4414114
1703839584216062000,70.13006201171875,10,0.37407639622688293,3.713869333267212,4.848999977111816,4.378753185272217,212.9522247314453,873.1904136470504,12.3874152,47.4413788
1703839585215950000,71.1299501953125,10,0.25291433930397034,3.6682307720184326,4.85099983215332,4.490951061248779,209.97952270507812,873.6266764261817,12.3873811,47.4413453
1703839586216001000,72.1300009765625,10,0.23272348940372467,4.4346418380737305,4.815000057220459,4.383091926574707,213.08029174804688,874.1205511593745,12.3873475,47.4413107
1703839587215993000,73.1299931640625,10,0.24947237968444824,4.4906415939331055,4.677999973297119,4.420210361480713,213.74996948242188,875.4428767160863,12.3873141,47.4412771
1703839588216015000,74.13001513671875,2.6388673782348633,0.22776566445827484,4.325108528137207,4.635000228881836,4.503080368041992,213.9944610595703,877.2520697345022,12.3872802,47.4412435
1703839589216125000,75.130125,4.036202907562256,0.352893590927124,4.287512302398682,4.756999969482422,4.476136684417725,213.11451721191406,878.9069746911875,12.3872458,47.4412092
1703839590216098000,76.13009814453125,4.151621341705322,0.3658722937107086,4.146904468536377,4.756999969482422,4.575865745544434,212.1361541748047,880.8615644620496,12.3872107,47.4411743
1703839591216158000,77.13015795898437,4.025399208068848,0.36669087409973145,3.7942755222320557,4.75600004196167,4.757382392883301,212.02587890625,881.5535975671353,12.387177,47.44114
1703839592216458000,78.1304580078125,4.138978958129883,0.3786145746707916,3.3399417400360107,4.75600004196167,4.819859981536865,214.63270568847656,881.5619760389958,12.3871398,47.4411039
1703839593216198000,79.13019799804688,4.064341068267822,0.37050488591194153,3.5337741374969482,4.75600004196167,4.843273639678955,217.59222412109375,881.4904800127113,12.3870989,47.4410677
1703839594216329000,80.13032885742187,4.0752129554748535,0.367168664932251,4.087828159332275,4.633999824523926,4.800832748413086,217.9527130126953,881.4888043318491,12.3870554,47.4410325
1703839595216143000,81.13014306640625,4.339583873748779,0.3796938955783844,4.1479668617248535,4.633999824523926,4.671322345733643,216.25791931152344,881.4888043318491,12.3870135,47.4409985
1703839596216186000,82.13018603515626,4.268171787261963,0.36739569902420044,4.045192718505859,4.631999969482422,4.5456719398498535,213.39404296875,881.8041580576515,12.3869761,47.4409643
1703839596859000000,82.773,0,0,3.8122928142547607,6.77400016784668,4.54408073425293,213.3950653076172,882.0069229717727,12.3869557,47.4409435
1703839597216378000,83.13037817382812,4.248199939727783,0.3727506101131439,3.806272506713867,6.576000213623047,4.4195876121521,213.03619384765625,882.0471413839977,12.3869434,47.4409299
1703839598216137000,84.13013696289063,3.9542906284332275,0.3437391221523285,3.7087607383728027,6.574999809265137,4.566007614135742,213.903564453125,882.2554441100658,12.3869108,47.4408954
1703839599216415000,85.1304150390625,4.425853252410889,0.38299858570098877,4.000940799713135,6.8979997634887695,4.606339454650879,213.987548828125,882.5341931374593,12.3868769,47.4408603
1703839600216181000,86.13018090820313,3.9873769283294678,0.3694789707660675,4.927070617675781,7.0229997634887695,4.730216979980469,214.0037078857422,882.6922853480286,12.3868419,47.4408243
1703839601216287000,87.13028686523438,4.0968017578125,0.3627743422985077,4.64194393157959,7.0229997634887695,4.709499359130859,213.99859619140625,883.2325025991523,12.3868056,47.440787
1703839602216587000,88.1305869140625,4.1389241218566895,0.3818799555301666,3.6538586616516113,4.9029998779296875,4.747842311859131,213.99957275390625,883.8939945230117,12.3867705,47.4407501
1703839603216276000,89.13027587890625,4.046173095703125,0.37581852078437805,3.6257784366607666,5.026000022888184,4.781968116760254,213.99899291992188,884.2113502384311,12.3867358,47.4407131
1703839604216310000,90.13031005859375,4.116329669952393,0.3815271258354187,3.438809871673584,5.061999797821045,4.806600093841553,214.8724365234375,884.3197455891795,12.3867008,47.4406763
1703839605216645000,91.13064501953124,4.083113670349121,0.3727038502693176,2.5894196033477783,5.119999885559082,4.725154399871826,216.73301696777344,884.5309528940843,12.3866648,47.4406398
1703839606216651000,92.13065112304687,4.167485237121582,0.37531596422195435,3.8916311264038086,5.243000030517578,4.684585094451904,217.83828735351562,884.742724246612,12.3866274,47.4406045
1703839607216412000,93.13041186523438,4.256255626678467,0.3827425241470337,4.060242176055908,5.243000030517578,4.652029514312744,217.10458374023438,885.5725391108626,12.3865896,47.4405703
1703839608216355000,94.13035498046875,4.207379341125488,0.37697097659111023,4.371836185455322,5.243000030517578,4.623809337615967,215.25547790527344,886.3364878373135,12.3865541,47.4405358
1703839608839000000,94.753,0,0,4.263955116271973,7.317999839782715,4.622249126434326,215.254638671875,886.6841157457912,12.3865333,47.4405157
1703839609216701000,95.13070092773438,4.223684787750244,0.3865267336368561,3.6407907009124756,7.317999839782715,4.653319358825684,214.1476593017578,886.7785701714441,12.3865219,47.4405006
1703839610216724000,96.13072387695313,4.30001163482666,0.37893593311309814,4.091432094573975,7.215000152587891,4.641042232513428,214.01304626464844,887.0647344003665,12.386489,47.4404643
1703839611216725000,97.13072509765625,4.302164554595947,0.38358303904533386,4.175139904022217,7.215000152587891,4.6576948165893555,213.99966430664062,887.7097572700874,12.386455,47.4404282
1703839612216790000,98.1307900390625,3.9073586463928223,0.37178221344947815,4.059460163116455,7.238999843597412,4.8118486404418945,213.12184143066406,888.5286830341599,12.3864198,47.440392
1703839613216592000,99.130591796875,4.094816207885742,0.39797958731651306,4.347095966339111,7.26200008392334,4.873409748077393,213.0206298828125,889.4571027996294,12.3863839,47.4403553
1703839613867000000,99.781,0,0,4.406134128570557,7.377999782562256,4.871650218963623,213.02182006835938,890.1213249430106,12.386362,47.4403326
1703839614216486000,100.13048583984374,4.409071922302246,0.404354453086853,4.399302959442139,6.985000133514404,4.7957305908203125,213.8632354736328,890.4802949973687,12.3863469,47.440319
1703839615216809000,101.13080908203125,4.101122856140137,0.37167540192604065,4.495760917663574,7.276000022888184,4.7758564949035645,215.74362182617188,891.2079351246227,12.3863081,47.4402828
1703839616216532000,102.13053198242187,4.403744220733643,0.41026371717453003,3.8634421825408936,7.005000114440918,4.727754592895508,215.10421752929688,891.6547461197811,12.3862695,47.4402475
1703839617216517000,103.13051708984375,4.245875358581543,0.3979855477809906,3.3523759841918945,6.918000221252441,4.808093070983887,214.14944458007812,892.0952896470121,12.3862315,47.4402116
1703839618216735000,104.13073486328125,4.403286457061768,0.414602667093277,3.546440362930298,7.048999786376953,4.8367085456848145,214.02293395996094,892.9599530665259,12.3861941,47.4401745
1703839619073000000,104.987,0,0,3.3540499210357666,7.609000205993652,4.834418773651123,214.02398681640625,893.9567188291526,12.3861645,47.4401448
1703839619216594000,105.13059399414063,4.415771007537842,0.39928606152534485,4.009185314178467,7.610000133514404,4.674059867858887,213.9955596923828,894.1457931611506,12.3861548,47.440136
1703839620216521000,106.13052099609375,4.746410369873047,0.42080873250961304,3.8469347953796387,7.184000015258789,4.623619556427002,213.99708557128906,894.9088001578411,12.3861175,47.4400991
1703839621216537000,107.130537109375,4.735238552093506,0.41390401124954224,4.034093856811523,7.485000133514404,4.543875694274902,213.9971466064453,895.5661888320218,12.3860792,47.4400622
1703839622216530000,108.13053002929688,4.470181465148926,0.40519949793815613,3.2619645595550537,7.485000133514404,4.655090808868408,214.0082550048828,896.3181922661686,12.3860413,47.4400261
1703839623216644000,109.13064404296875,4.352407455444336,0.40864279866218567,3.4174182415008545,7.077000141143799,4.791224479675293,213.14541625976562,897.5668691535104,12.3860024,47.4399882
1703839623888000000,109.802,0,0,2.6833369731903076,8.994999885559082,4.789460182189941,213.1470184326172,898.7130587175271,12.38598,47.439965
1703839624216586000,110.1305859375,4.64772891998291,0.42611438035964966,2.802124261856079,6.548999786376953,4.779583930969238,213.8716278076172,899.1171723668547,12.3859656,47.4399511
1703839625216632000,111.13063208007813,4.455249309539795,0.4034976065158844,2.706557273864746,6.86899995803833,4.715397834777832,215.7061309814453,900.1258616347453,12.385927,47.4399144
1703839626216855000,112.13085498046875,4.789449214935303,0.42198389768600464,4.27119255065918,6.86899995803833,4.618463516235352,215.95327758789062,900.8637028117626,12.385889,47.43988
1703839627216964000,113.13096411132813,5.133733749389648,0.46537715196609497,4.223095417022705,6.874000072479248,4.5801591873168945,215.16180419921875,901.6177354120445,12.3858521,47.4398464
1703839628217187000,114.13118701171875,4.900396823883057,0.4162202477455139,4.624567985534668,6.880000114440918,4.381248474121094,215.01377868652344,902.6110388731893,12.3858157,47.4398122
1703839629011000000,114.925,0,0,3.6470956802368164,7.293000221252441,4.3791728019714355,215.0151824951172,903.5872229853408,12.3857902,47.4397876
1703839629216672000,115.13067211914063,5.275427341461182,0.4385116696357727,3.8587796688079834,7.300000190734863,4.31419563293457,215.0032196044922,903.949566857446,12.3857823,47.4397812
1703839630217000000,116.131,5.143303871154785,0.4369346797466278,3.9413363933563232,7.313000202178955,4.324868679046631,215.00379943847656,904.9761988286047,12.3857496,47.4397505
1703839631217026000,117.13102612304688,4.863238334655762,0.4078860282897949,4.490790843963623,7.340000152587891,4.2987775802612305,214.13787841796875,906.212467266912,12.3857173,47.4397201
1703839632216734000,118.13073388671874,4.786360263824463,0.40236419439315796,4.89518928527832,6.964000225067139,4.3239030838012695,214.0220947265625,907.1651159495423,12.385686,47.4396898
1703839633217034000,119.13103393554688,4.6161909103393555,0.39959630370140076,4.579983234405518,6.959000110626221,4.432305335998535,214.87881469726562,908.2669472238304,12.3856544,47.4396588
1703839634216698000,120.13069799804687,4.687005519866943,0.41333332657814026,4.713594913482666,4.697999954223633,4.588338851928711,216.70877075195312,909.6766713427028,12.385622,47.4396279
1703839635216936000,121.13093603515625,4.624197006225586,0.4197642207145691,4.080876350402832,4.697000026702881,4.7294840812683105,217.82070922851562,911.1385817269814,12.3855852,47.4395954
1703839636217081000,122.1310810546875,4.258896827697754,0.38747289776802063,4.14935302734375,4.74399995803833,4.673189163208008,216.22923278808594,912.5422371771716,12.3855473,47.439562
1703839637216783000,123.130783203125,4.549775123596191,0.39025211334228516,3.445291042327881,4.734000205993652,4.48046875,213.4293975830078,913.7984146744585,12.3855118,47.439529
1703839638217130000,124.1311298828125,4.22614860534668,0.40329208970069885,4.2791008949279785,4.736999988555908,4.805264472961426,210.44970703125,914.9109135454496,12.3854811,47.4394932
1703839639067000000,124.981,0,0,4.252205848693848,7.554999828338623,4.80304479598999,210.44920349121094,915.5738093261126,12.3854548,47.4394627
1703839639216756000,125.130755859375,4.239185333251953,0.4065409004688263,3.561908483505249,7.574999809265137,4.925360679626465,212.65650939941406,915.7773885547546,12.3854501,47.4394557
1703839640217167000,126.1311669921875,4.468295574188232,0.4096094071865082,3.648041009902954,7.605000019073486,4.81005859375,214.65345764160156,916.2109220921644,12.3854163,47.4394194
1703839641217191000,127.13119091796875,4.900143146514893,0.43706297874450684,2.751444101333618,7.591000080108643,4.6545538902282715,215.77938842773438,916.7796530991232,12.3853805,47.4393872
1703839642217262000,128.13126196289062,4.833461284637451,0.4181571304798126,2.7598989009857178,7.651000022888184,4.531844615936279,216.8197021484375,917.2766229571231,12.3853434,47.4393554
1703839643216911000,129.1309111328125,4.8656816482543945,0.4074555039405823,2.8268821239471436,7.2779998779296875,4.398932456970215,216.1155548095703,918.0517526807039,12.3853061,47.4393232
1703839644100000000,130.014,0,0,2.6255738735198975,7.89300012588501,4.396836757659912,216.1171875,918.6609321703316,12.3852767,47.439296
1703839644216854000,130.13085400390625,4.648166656494141,0.3990808129310608,4.0605058670043945,7.929999828338623,4.46260404586792,216.0209197998047,918.6609321703316,12.3852687,47.4392897
1703839645217169000,131.1311689453125,4.476119518280029,0.39488425850868225,4.181163311004639,7.940999984741211,4.62239408493042,217.74581909179688,919.4711778329344,12.3852281,47.4392525
1703839646216935000,132.13093481445313,5.002976894378662,0.44277018308639526,4.390710353851318,7.513000011444092,4.637177467346191,217.1233367919922,920.2420547717742,12.385185,47.4392156
1703839647217264000,133.13126416015626,4.988476276397705,0.4494469165802002,3.7191808223724365,7.940000057220459,4.5992841720581055,214.5008544921875,921.2117640807305,12.385144,47.4391797
1703839648217290000,134.1312900390625,4.712549686431885,0.42690378427505493,3.7848458290100098,7.940000057220459,4.604604244232178,213.01136779785156,921.9301217478945,12.3851042,47.439141
1703839649106000000,135.01999975585937,0,0,3.867327928543091,7.958000183105469,4.602398872375488,213.01271057128906,922.68261518449,12.3850769,47.4391125
1703839649216901000,135.13090112304687,4.534189701080322,0.4193100035190582,4.318140029907227,7.965000152587891,4.703227996826172,214.98486328125,922.7381830884069,12.3850673,47.4391017
1703839650217019000,136.13101879882814,4.791804790496826,0.43986570835113525,4.362439155578613,7.550000190734863,4.718815326690674,215.9916534423828,923.6784024954409,12.3850284,47.4390623
1703839651217379000,137.13137915039061,4.900471210479736,0.4364980161190033,4.495698928833008,8.013999938964844,4.635639190673828,214.01608276367188,924.5766201935514,12.3849928,47.4390274
1703839652217028000,138.13102807617187,4.6891655921936035,0.4199923574924469,4.538981914520264,7.591000080108643,4.627293109893799,214.00009155273438,925.6602223057,12.3849612,47.4389952
1703839653217366000,139.13136596679686,4.6884050369262695,0.4253712594509125,4.291698932647705,8.013999938964844,4.688914775848389,214.00021362304688,926.6091900499963,12.3849294,47.4389629
1703839654103000000,140.017,0,0,3.8727502822875977,10.114999771118164,4.6863694190979,214.001220703125,927.3178969863055,12.3849013,47.4389347
1703839654217016000,140.13101611328125,4.7231316566467285,0.43214356899261475,3.867805004119873,7.992000102996826,4.710709095001221,215.98431396484375,927.3763982463577,12.3848976,47.4389311
1703839655217086000,141.1310859375,5.004908561706543,0.4447319507598877,4.014084815979004,7.966000080108643,4.562376499176025,215.0078887939453,928.5766336321788,12.3848619,47.4388972
1703839656217087000,142.1310869140625,4.704319953918457,0.4259433150291443,4.247670650482178,7.52400016784668,4.67389440536499,215.00045776367188,929.5842647591556,12.3848282,47.4388653
1703839657217117000,143.1311169433594,4.90110445022583,0.446615070104599,4.277356147766113,7.890999794006348,4.705198287963867,214.00860595703125,931.018580240445,12.3847937,47.4388342
1703839658217552000,144.1315517578125,4.465656757354736,0.4261449873447418,3.6490464210510254,7.869999885559082,4.7999067306518555,212.01512145996094,932.1552694003187,12.3847597,47.4388015
1703839659053000000,144.967,0,0,3.460416555404663,9.829999923706055,4.797389507293701,212.01686096191406,932.924379561387,12.3847341,47.4387738
1703839659217204000,145.13120385742187,4.507933616638184,0.4124291241168976,2.9100773334503174,7.659999847412109,4.672227382659912,212.99253845214844,933.0480147400954,12.3847271,47.4387668
1703839660217480000,146.13147998046875,4.804140567779541,0.44437795877456665,2.8915860652923584,7.666999816894531,4.733608722686768,214.98374938964844,934.1630609520529,12.3846925,47.4387299
1703839661217553000,147.13155297851563,4.802810192108154,0.430217981338501,2.934497833251953,7.689000129699707,4.627763748168945,214.99954223632812,935.4034781435224,12.3846549,47.4386941
1703839662217554000,148.13155395507812,4.54203987121582,0.4138873219490051,2.8713362216949463,7.736000061035156,4.682709217071533,213.01449584960938,936.8024603486931,12.3846154,47.4386581
1703839663217409000,149.1314089355469,4.53218936920166,0.41243642568588257,4.171819686889648,7.368000030517578,4.684711933135986,213.99295043945312,937.97728753294,12.3845761,47.4386186
1703839664217455000,150.131455078125,5.286767482757568,0.469826340675354,4.220067501068115,5.063000202178955,4.548711776733398,214.98985290527344,939.1733966992431,12.3845368,47.4385805
1703839665217209000,151.131208984375,4.73689603805542,0.4027867913246155,3.696575880050659,5.061999797821045,4.393225193023682,215.99237060546875,940.5597904467052,12.3845014,47.4385465
1703839666217445000,152.13144506835937,4.929314613342285,0.41518813371658325,3.7778871059417725,5.080999851226807,4.373424053192139,215.0072479248047,941.6921338214465,12.384465,47.4385123
1703839667217558000,153.13155810546874,4.7358927726745605,0.4189276695251465,3.7569401264190674,5.072999954223633,4.575555324554443,214.00775146484375,943.1650259233788,12.3844326,47.438479
1703839668217593000,154.13159301757813,4.778651237487793,0.42939597368240356,4.334136009216309,5.043000221252441,4.676998615264893,214.00030517578125,944.4549733742317,12.3844038,47.4384475
1703839669086000000,155.00000024414064,0,0,4.301597595214844,7.932000160217285,4.6743855476379395,214.0007781982422,946.0175030598288,12.3843764,47.43842
1703839669217225000,155.13122485351562,4.813942909240723,0.41266700625419617,4.240304470062256,7.513999938964844,4.441374778747559,213.9996337890625,946.0450823769573,12.3843714,47.4384155
1703839670217313000,156.13131298828125,4.824930667877197,0.3952416479587555,3.8824384212493896,7.913000106811523,4.276370525360107,216.9786834716797,947.3577367872045,12.3843395,47.4383832
1703839671217579000,157.1315791015625,4.724142551422119,0.39422523975372314,4.461400985717773,7.9079999923706055,4.330904006958008,216.0065460205078,948.73703156088,12.3843066,47.4383532
1703839672217329000,158.13132885742186,4.621871471405029,0.4058316946029663,3.8276748657226562,7.501999855041504,4.484662055969238,212.0270538330078,950.1137358496662,12.3842741,47.4383191
1703839673217650000,159.13164990234375,4.994488716125488,0.4360564947128296,3.8475420475006104,7.922999858856201,4.5172343254089355,213.98434448242188,951.6804672149275,12.3842405,47.4382833
